Group,MediumID,PieceIndex,SourceExcelRow,ObservedP1,ObservedP2,OriginalStart,OriginalEnd,PieceStart,PieceEnd,PieceLength,Translation,BoundarySequence,ReconstructionType
3,A86,2,88,"-5000;4321.31901781948;-3598.00449626768","-2504.86390859264;2456.65557167601;-1802.23708289236","-2504.86390859264;2456.65557167601;-1802.23708289236","-5974.69020335337;5049.72385303712;-4299.49605472247","5000;4321.31901781948;-3598.00449626768","4091.84608263076;5000;-4251.60941054751",1308.64464129012,"10000;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A86,3,88,"-5000;4321.31901781948;-3598.00449626768","-2504.86390859264;2456.65557167601;-1802.23708289236","-2504.86390859264;2456.65557167601;-1802.23708289236","-5974.69020335337;5049.72385303712;-4299.49605472247","4091.84608263076;-5000;-4251.60941054751","4025.30979664663;-4950.27614696288;-4299.49605472247",95.8784105195663,"10000;-10000;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A87,1,89,"-5000;4516.05011482006;127.577383940598","-4467.32729598824;4063.70432695529;174.563232702057","-4467.32729598824;4063.70432695529;174.563232702057","-8269.94221695632;7292.8858288737;-160.856788314693","-4467.32729598824;4063.70432695529;174.563232702057","-5000;4516.05011482006;127.577383940598",700.403163458043,"-0;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A87,2,89,"-5000;4516.05011482006;127.577383940598","-4467.32729598824;4063.70432695529;174.563232702057","-4467.32729598824;4063.70432695529;174.563232702057","-8269.94221695632;7292.8858288737;-160.856788314693","5000;4516.05011482006;127.577383940598","4430.11098840596;5000;77.3087692586195",749.338315130989,"10000;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A87,3,89,"-5000;4516.05011482006;127.577383940598","-4467.32729598824;4063.70432695529;174.563232702057","-4467.32729598824;4063.70432695529;174.563232702057","-8269.94221695632;7292.8858288737;-160.856788314693","4430.11098840596;-5000;77.3087692586195","1730.05778304368;-2707.1141711263;-160.856788314693",3550.25852141097,"10000;-10000;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A89,1,91,"-5000;4590.6972436687;-422.156804273222","-3023.20894546589;4221.01331886411;-899.307553840379","-3023.20894546589;4221.01331886411;-899.307553840379","-7805.24690143064;5115.31246903009;254.963652473301","-3023.20894546589;4221.01331886411;-899.307553840379","-5000;4590.6972436687;-422.156804273222",2066.89184897457,"-0;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A89,2,91,"-5000;4590.6972436687;-422.156804273222","-3023.20894546589;4221.01331886411;-899.307553840379","-3023.20894546589;4221.01331886411;-899.307553840379","-7805.24690143064;5115.31246903009;254.963652473301","5000;4590.6972436687;-422.156804273222","2811.35728923147;5000;106.129939832883",2288.39955989745,"10000;-0;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A89,3,91,"-5000;4590.6972436687;-422.156804273222","-3023.20894546589;4221.01331886411;-899.307553840379","-3023.20894546589;4221.01331886411;-899.307553840379","-7805.24690143064;5115.31246903009;254.963652473301","2811.35728923147;-5000;106.129939832883","2194.75309856936;-4884.68753096991;254.963652473301",644.70859112798,"10000;-10000;-0","X>Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A90,1,92,"-5000;4726.03596082898;3929.70319677292","-3460.34701963225;4970.55812487301;4265.37900658388","-3460.34701963225;4970.55812487301;4265.37900658388","-8287.81738886369;4203.87659559688;3212.89182525609","-3460.34701963225;4970.55812487301;4265.37900658388","-5000;4726.03596082898;3929.70319677292",1594.67885104065,"-0;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A90,2,92,"-5000;4726.03596082898;3929.70319677292","-3460.34701963225;4970.55812487301;4265.37900658388","-3460.34701963225;4970.55812487301;4265.37900658388","-8287.81738886369;4203.87659559688;3212.89182525609","5000;4726.03596082898;3929.70319677292","1712.18261113631;4203.87659559688;3212.89182525609",3405.32114895935,"10000;-0;-0","X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A92,1,94,"-4995.91838936805;1956.76737973369;1769.17430952256","-4139.83987317681;148.224702947496;5000","-4995.91838936805;1956.76737973369;1769.17430952256","-3869.57462378038;-422.734885853253;6019.9764326269","-4995.91838936805;1956.76737973369;1769.17430952256","-4139.83987317681;148.224702947496;5000",3800.25416017011,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A92,2,94,"-4995.91838936805;1956.76737973369;1769.17430952256","-4139.83987317681;148.224702947496;5000","-4995.91838936805;1956.76737973369;1769.17430952256","-3869.57462378038;-422.734885853253;6019.9764326269","-4139.83987317681;148.224702947496;-5000","-3869.57462378038;-422.734885853253;-3980.0235673731",1199.7458398299,"-0;-0;-10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A93,1,95,"-4902.46883794863;-94.4166207700482;672.934600297983","97.3763590855169;-82.0764201731013;710.294005322419","-4902.46883794863;-94.4166207700482;672.934600297983","97.3763590855169;-82.0764201731013;710.294005322419","-4902.46883794863;-94.4166207700482;672.934600297983","97.3763590855169;-82.0764201731013;710.294005322419",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A94,1,96,"-4897.9224016491;-4362.03473939685;1312.21633831054","-3012.14751113252;238.568230852889;1839.76289779741","-4897.9224016491;-4362.03473939685;1312.21633831054","-3012.14751113252;238.568230852889;1839.76289779741","-4897.9224016491;-4362.03473939685;1312.21633831054","-3012.14751113252;238.568230852889;1839.76289779741",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A95,1,97,"-4845.08073283386;1462.43827903822;-85.8584979188063","-257.976588278578;-503.036407640955;222.985836701638","-4845.08073283386;1462.43827903822;-85.8584979188063","-257.976588278578;-503.036407640955;222.985836701638","-4845.08073283386;1462.43827903822;-85.8584979188063","-257.976588278578;-503.036407640955;222.985836701638",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A96,1,98,"-4833.38316603981;1700.44016001606;-4028.8396946924","-4383.69077915118;605.021236298684;-5000","-4833.38316603981;1700.44016001606;-4028.8396946924","-3365.18508309815;-1875.98677250877;-7199.57537991712","-4833.38316603981;1700.44016001606;-4028.8396946924","-4383.69077915118;605.021236298684;-5000",1531.44317552721,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A96,2,98,"-4833.38316603981;1700.44016001606;-4028.8396946924","-4383.69077915118;605.021236298684;-5000","-4833.38316603981;1700.44016001606;-4028.8396946924","-3365.18508309815;-1875.98677250877;-7199.57537991712","-4383.69077915118;605.021236298684;5000","-3365.18508309815;-1875.98677250877;2800.42462008288",3468.55682447279,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A97,1,99,"-4801.86959698975;-3582.07213390288;-1984.64462751909","-2690.87373362849;-3968.24918667436;2531.38944551273","-4801.86959698975;-3582.07213390288;-1984.64462751909","-2690.87373362849;-3968.24918667436;2531.38944551273","-4801.86959698975;-3582.07213390288;-1984.64462751909","-2690.87373362849;-3968.24918667436;2531.38944551273",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A98,1,100,"-4779.75109652657;-2344.06989304822;-3220.67869193697","183.472108314943;-1901.26852208205;-3633.40422397159","-4779.75109652657;-2344.06989304822;-3220.67869193697","183.472108314943;-1901.26852208205;-3633.40422397159","-4779.75109652657;-2344.06989304822;-3220.67869193697","183.472108314943;-1901.26852208205;-3633.40422397159",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A99,1,101,"-4778.60000563849;5000;-1494.68012704236","-4462.99576928441;3736.72009258158;-1511.05478779547","-4462.99576928441;3736.72009258158;-1511.05478779547","-5674.79836573578;8587.2439307249;-1448.18219569767","-4462.99576928441;3736.72009258158;-1511.05478779547","-4778.60000563849;5000;-1494.68012704236",1302.20977112235,"-0;-0;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A99,2,101,"-4778.60000563849;5000;-1494.68012704236","-4462.99576928441;3736.72009258158;-1511.05478779547","-4462.99576928441;3736.72009258158;-1511.05478779547","-5674.79836573578;8587.2439307249;-1448.18219569767","-4778.60000563849;-5000;-1494.68012704236","-5000;-4113.79464480426;-1483.19311457291",913.51510142764,"-0;-10000;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A99,3,101,"-4778.60000563849;5000;-1494.68012704236","-4462.99576928441;3736.72009258158;-1511.05478779547","-4462.99576928441;3736.72009258158;-1511.05478779547","-5674.79836573578;8587.2439307249;-1448.18219569767","5000;-4113.79464480426;-1483.19311457291","4325.20163426422;-1412.7560692751;-1448.18219569767",2784.27512745001,"10000;-10000;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A100,1,102,"-4745.53953435397;3309.54611875961;-4101.31881632114","-3133.25193614438;-375.504264302602;-1131.31336599743","-4745.53953435397;3309.54611875961;-4101.31881632114","-3133.25193614438;-375.504264302602;-1131.31336599743","-4745.53953435397;3309.54611875961;-4101.31881632114","-3133.25193614438;-375.504264302602;-1131.31336599743",4999.99999999999,"-0;-0;-0","NONE","DIRECT_FULL"
3,A101,1,103,"-4741.19356786378;-378.567447110398;1578.804023168","169.012165270613;561.698729085063;1654.82491632829","-4741.19356786378;-378.567447110398;1578.804023168","169.012165270613;561.698729085063;1654.82491632829","-4741.19356786378;-378.567447110398;1578.804023168","169.012165270613;561.698729085063;1654.82491632829",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A102,1,104,"-4737.93168805124;-5000;3732.66449817433","-3894.04947168852;-4160.76206070917;3732.52092145894","-3894.04947168852;-4160.76206070917;3732.52092145894","-7439.32554554398;-7686.52682828981;3733.12410882794","-3894.04947168852;-4160.76206070917;3732.52092145894","-4737.93168805124;-5000;3732.66449817433",1190.15021507902,"-0;-0;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A102,2,104,"-4737.93168805124;-5000;3732.66449817433","-3894.04947168852;-4160.76206070917;3732.52092145894","-3894.04947168852;-4160.76206070917;3732.52092145894","-7439.32554554398;-7686.52682828981;3733.12410882794","-4737.93168805124;5000;3732.66449817433","-5000;4739.37397209142;3732.70908604063",369.602121935405,"-0;10000;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A102,3,104,"-4737.93168805124;-5000;3732.66449817433","-3894.04947168852;-4160.76206070917;3732.52092145894","-3894.04947168852;-4160.76206070917;3732.52092145894","-7439.32554554398;-7686.52682828981;3733.12410882794","5000;4739.37397209142;3732.70908604063","2560.67445445602;2313.47317171019;3733.12410882794",3440.24766298557,"10000;10000;-0","Y>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A103,1,105,"-4677.06527617311;1542.78684951119;-2987.78613940108","-232.43418966324;1953.7437089671;-734.706255221154","-4677.06527617311;1542.78684951119;-2987.78613940108","-232.43418966324;1953.7437089671;-734.706255221154","-4677.06527617311;1542.78684951119;-2987.78613940108","-232.43418966324;1953.7437089671;-734.706255221154",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A104,1,106,"-4668.25542612177;2564.41390693882;1131.01493516207","-4242.63293207097;5000;-1891.82706138378","-4668.25542612177;2564.41390693882;1131.01493516207","-4123.31609818373;5682.77975282283;-2739.23513170577","-4668.25542612177;2564.41390693882;1131.01493516207","-4242.63293207097;5000;-1891.82706138378",3905.22827248758,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A104,2,106,"-4668.25542612177;2564.41390693882;1131.01493516207","-4242.63293207097;5000;-1891.82706138378","-4668.25542612177;2564.41390693882;1131.01493516207","-4123.31609818373;5682.77975282283;-2739.23513170577","-4242.63293207097;-5000;-1891.82706138378","-4123.31609818373;-4317.22024717717;-2739.23513170577",1094.77172751242,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A105,1,107,"-4645.06298240691;-4013.03042006628;-4280.17502219044","-1825.07983650809;-4061.56376308928;-5000","-4645.06298240691;-4013.03042006628;-4280.17502219044","198.922395809063;-4096.39787008145;-5516.64399628879","-4645.06298240691;-4013.03042006628;-4280.17502219044","-1825.07983650809;-4061.56376308928;-5000",2910.80889568809,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A105,2,107,"-4645.06298240691;-4013.03042006628;-4280.17502219044","-1825.07983650809;-4061.56376308928;-5000","-4645.06298240691;-4013.03042006628;-4280.17502219044","198.922395809063;-4096.39787008145;-5516.64399628879","-1825.07983650809;-4061.56376308928;5000","198.922395809063;-4096.39787008145;4483.35600371121",2089.19110431191,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A106,1,108,"-4642.45937836692;-4593.49833680742;3474.40935702149","-1330.03038400753;-3673.72855897134;-156.270705047679","-4642.45937836692;-4593.49833680742;3474.40935702149","-1330.03038400753;-3673.72855897134;-156.270705047679","-4642.45937836692;-4593.49833680742;3474.40935702149","-1330.03038400753;-3673.72855897134;-156.270705047679",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A107,1,109,"-4628.93500514492;-4623.92424534162;-3379.01806989156","347.663690561501;-4719.99669224236;-3852.55318668825","-4628.93500514492;-4623.92424534162;-3379.01806989156","347.663690561501;-4719.99669224236;-3852.55318668825","-4628.93500514492;-4623.92424534162;-3379.01806989156","347.663690561501;-4719.99669224236;-3852.55318668825",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A108,1,110,"-4571.84128933919;-731.76490888297;4020.15092057908","-918.340568478979;-4145.25624114645;4017.08379880479","-4571.84128933919;-731.76490888297;4020.15092057908","-918.340568478979;-4145.25624114645;4017.08379880479","-4571.84128933919;-731.76490888297;4020.15092057908","-918.340568478979;-4145.25624114645;4017.08379880479",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A109,1,111,"-4565.75792650676;973.668456715803;-249.852342702499","-3598.81024182215;5000;2206.34902198435","-4565.75792650676;973.668456715803;-249.852342702499","-3561.55100321278;5155.14598159528;2300.99343157243","-4565.75792650676;973.668456715803;-249.852342702499","-3598.81024182215;5000;2206.34902198435",4814.48425745186,"-0;-0;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A109,2,111,"-4565.75792650676;973.668456715803;-249.852342702499","-3598.81024182215;5000;2206.34902198435","-4565.75792650676;973.668456715803;-249.852342702499","-3561.55100321278;5155.14598159528;2300.99343157243","-3598.81024182215;-5000;2206.34902198435","-3561.55100321278;-4844.85401840472;2300.99343157243",185.515742548142,"-0;-10000;-0","Y","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A110,1,112,"-4554.82293054323;156.107720828442;5000","-3643.57413195483;34.8532008198337;4432.91700378619","-3643.57413195483;34.8532008198337;4432.91700378619","-7861.84817003047;596.154126038027;7058.00850905724","-3643.57413195483;34.8532008198337;4432.91700378619","-4554.82293054323;156.107720828442;5000",1080.12043594506,"-0;-0;-0","Z>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A110,2,112,"-4554.82293054323;156.107720828442;5000","-3643.57413195483;34.8532008198337;4432.91700378619","-3643.57413195483;34.8532008198337;4432.91700378619","-7861.84817003047;596.154126038027;7058.00850905724","-4554.82293054323;156.107720828442;-5000","-5000;215.344816075578;-4722.96002279037",527.676800319804,"-0;-0;-10000","Z>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A110,3,112,"-4554.82293054323;156.107720828442;5000","-3643.57413195483;34.8532008198337;4432.91700378619","-3643.57413195483;34.8532008198337;4432.91700378619","-7861.84817003047;596.154126038027;7058.00850905724","5000;215.344816075578;-4722.96002279037","2138.15182996953;596.154126038027;-2941.99149094276",3392.20276373513,"10000;-0;-10000","Z>X","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A111,1,113,"-4537.55944532078;2428.70864022709;-631.52951422848","-418.27972558606;-214.860659395111;-1652.84041139802","-4537.55944532078;2428.70864022709;-631.52951422848","-418.27972558606;-214.860659395111;-1652.84041139802","-4537.55944532078;2428.70864022709;-631.52951422848","-418.27972558606;-214.860659395111;-1652.84041139802",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A112,1,114,"-4531.87720662466;656.546568365086;-4461.362601052","-4275.03899601177;280.742455792943;-5000","-4531.87720662466;656.546568365086;-4461.362601052","-2710.87881632283;-2007.92723570655;-8280.33421785333","-4531.87720662466;656.546568365086;-4461.362601052","-4275.03899601177;280.742455792943;-5000",705.212623967009,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A112,2,114,"-4531.87720662466;656.546568365086;-4461.362601052","-4275.03899601177;280.742455792943;-5000","-4531.87720662466;656.546568365086;-4461.362601052","-2710.87881632283;-2007.92723570655;-8280.33421785333","-4275.03899601177;280.742455792943;5000","-2710.87881632283;-2007.92723570655;1719.66578214667",4294.78737603299,"-0;-0;10000","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
3,A113,1,115,"-4518.7611476125;2882.08375528358;694.061209470425","-105.926251516752;2788.08677966835;3043.11479514591","-4518.7611476125;2882.08375528358;694.061209470425","-105.926251516752;2788.08677966835;3043.11479514591","-4518.7611476125;2882.08375528358;694.061209470425","-105.926251516752;2788.08677966835;3043.11479514591",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A114,1,116,"-4464.31365797202;-3357.94869264603;1667.83281348784","-3780.03862899474;1578.01319683164;2077.76928459312","-4464.31365797202;-3357.94869264603;1667.83281348784","-3780.03862899474;1578.01319683164;2077.76928459312","-4464.31365797202;-3357.94869264603;1667.83281348784","-3780.03862899474;1578.01319683164;2077.76928459312",5000.00000000001,"-0;-0;-0","NONE","DIRECT_FULL"
3,A115,1,117,"-4463.68735379139;-4886.22789661029;-2725.99859426592","-1902.45867861374;-608.74850625676;-3104.51905414699","-4463.68735379139;-4886.22789661029;-2725.99859426592","-1902.45867861374;-608.74850625676;-3104.51905414699","-4463.68735379139;-4886.22789661029;-2725.99859426592","-1902.45867861374;-608.74850625676;-3104.51905414699",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A116,1,118,"-4437.424910375;-1542.88317408878;3661.64513403437","393.788811329587;-1730.25327255817;2387.17802131123","-4437.424910375;-1542.88317408878;3661.64513403437","393.788811329587;-1730.25327255817;2387.17802131123","-4437.424910375;-1542.88317408878;3661.64513403437","393.788811329587;-1730.25327255817;2387.17802131123",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A117,1,119,"-4422.28950725118;715.442990850514;4148.53114128022","-528.062227498771;345.954062170818;1034.29418414043","-4422.28950725118;715.442990850514;4148.53114128022","-528.062227498771;345.954062170818;1034.29418414043","-4422.28950725118;715.442990850514;4148.53114128022","-528.062227498771;345.954062170818;1034.29418414043",5000,"-0;-0;-0","NONE","DIRECT_FULL"
3,A118,1,120,"-4410.28259747553;-1045.28868406092;-5000","-1643.83896399538;2545.40656668242;-3320.95510371989","-1643.83896399538;2545.40656668242;-3320.95510371989","-4505.40874964374;-1168.75732035559;-5057.73516523807","-1643.83896399538;2545.40656668242;-3320.95510371989","-4410.28259747553;-1045.28868406092;-5000",4833.78676863781,"-0;-0;-0","Z","RETAINED_SINGLE_BOUNDARY_UNIQUE"
